seed,method,episode_count,episode_index,dataset_index,raw_total_cost,cumulative_raw_total_cost,cumulative_raw_total_cost_per_episode,raw_terminal_penalty,raw_reasoning_cost_component,schedule_phase,exact_match,terminal_clear_success_proxy,terminal_auxiliary_success_proxy
1,risky_ps,1,0,1,4.4275400000000005,4.4275400000000005,4.4275400000000005,0.0,4.35754,trap_pre_switch,True,True,True
1,risky_ps,2,1,3,6.4814,10.908940000000001,5.454470000000001,0.0,6.407,trap_pre_switch,True,True,True
1,risky_ps,3,2,6,5.17113,16.08007,5.360023333333333,0.0,5.09373,trap_pre_switch,True,True,True
1,risky_ps,4,3,15,4.602605,20.682675,5.17066875,0.0,4.525505,trap_pre_switch,True,True,True
1,risky_ps,5,4,17,3.9715949999999998,24.65427,4.930854,0.0,3.907695,trap_pre_switch,True,True,True
1,risky_ps,6,5,18,3.56217,28.21644,4.7027399999999995,0.0,3.50667,trap_pre_switch,True,True,True
1,risky_ps,7,6,19,5.6778699999999995,33.89431,4.842044285714286,0.0,5.60037,trap_pre_switch,True,True,True
1,risky_ps,8,7,20,4.49514,38.38945,4.79868125,0.0,4.43194,trap_pre_switch,True,True,True
1,risky_ps,9,8,21,4.418715,42.808164999999995,4.756462777777777,0.0,4.353815,trap_pre_switch,True,True,True
1,risky_ps,10,9,22,3.8552049999999998,46.66336999999999,4.6663369999999995,0.0,3.794605,trap_pre_switch,True,True,True
1,risky_ps,11,10,1,5.424885,52.08825499999999,4.735295909090908,0.0,5.346585,trap_pre_switch,True,True,True
1,risky_ps,12,11,3,4.4168199999999995,56.50507499999999,4.7087562499999995,0.0,4.35112,trap_pre_switch,True,True,True
1,risky_ps,13,12,6,5.14933,61.65440499999999,4.742646538461537,0.0,5.08673,trap_pre_switch,True,True,True
1,risky_ps,14,13,15,17.380575,79.03497999999999,5.645355714285714,10.0,7.307075,trap_pre_switch,False,False,True
1,risky_ps,15,14,17,5.134885,84.16986499999999,5.611324333333332,0.0,5.060185,trap_pre_switch,True,True,True
1,risky_ps,16,15,18,5.58008,89.74994499999998,5.609371562499999,0.0,5.51038,trap_pre_switch,True,True,True
1,risky_ps,17,16,19,7.39485,97.14479499999999,5.714399705882352,0.0,7.31875,trap_pre_switch,True,True,True
1,risky_ps,18,17,20,6.1347499999999995,103.27954499999998,5.737752499999999,0.0,6.06025,trap_pre_switch,True,True,True
1,risky_ps,19,18,21,3.25351,106.53305499999999,5.6070028947368415,0.0,3.19151,trap_pre_switch,True,True,True
1,risky_ps,20,19,22,4.661555,111.19460999999998,5.559730499999999,0.0,4.599855,trap_pre_switch,True,True,True
1,risky_ps,21,20,1,5.296755,116.49136499999999,5.5472078571428565,0.0,5.221955,trap_pre_switch,True,True,True
